respid,gender,edu,age,county,occupation
1152,1,3,4,18,11
1153,1,3,4,40,19
1154,2,3,6,50,10
1155,2,1,4,15,16
1156,1,1,2,18,4
1157,1,1,6,34,6
1158,2,3,7,46,7
1159,2,2,4,39,17
1160,1,2,5,18,12
1161,2,2,5,33,14
1162,2,3,2,31,10
1163,1,3,3,33,17
1164,1,2,3,46,1
1165,1,2,6,50,8
1166,2,1,5,34,12
1167,1,3,5,42,12
1168,2,3,7,34,13
1169,1,1,5,46,14
1170,1,2,3,46,2
1171,1,2,6,32,17
1172,2,1,6,56,18
1173,2,2,7,32,9
1174,2,3,5,18,2
1175,1,1,4,46,11
1176,2,1,2,33,11
1177,2,2,1,56,17
1178,2,3,5,33,12
1179,1,1,5,3,4
1180,2,1,6,15,2
1181,2,2,5,50,4
1182,1,1,6,50,8
1183,1,2,5,18,17
1184,1,1,6,46,10
1185,2,2,2,34,3
1186,2,1,6,42,3
1187,1,1,1,34,14
1188,2,2,3,46,12
1189,1,1,1,40,20
1190,1,1,1,32,4
1191,1,2,6,42,7
1192,1,2,6,50,12
1193,1,3,2,55,18
1194,1,3,6,3,3
1195,2,2,5,46,16
1196,1,3,1,33,20
1197,2,3,3,15,9
1198,2,1,1,46,8
1199,1,3,3,34,4
1200,1,3,6,15,1
1201,2,3,2,15,6
1202,1,1,3,3,13
1203,1,3,2,42,8
1204,1,2,5,15,14
1205,2,2,5,40,3
1206,1,2,4,31,7
1207,1,2,2,15,10
1208,1,2,5,40,14
1209,2,2,7,18,12
1210,1,3,3,31,19
1211,2,2,6,34,14
1212,1,3,5,31,10
1213,1,2,4,3,3
1214,2,2,4,34,5
1215,2,3,2,18,5
1216,2,1,3,56,3
1217,2,3,1,33,6
1218,1,1,5,11,5
1219,2,1,7,39,7
1220,1,2,5,40,8
1221,2,1,3,31,15
1222,1,3,3,18,5
1223,2,1,2,39,8
1224,1,2,2,15,15
1225,2,3,6,31,19
1226,2,1,1,46,10
1227,1,3,2,40,18
1228,2,1,7,32,20
1229,2,3,2,40,6
1230,1,2,1,42,5
1231,2,2,2,15,4
1232,2,2,2,31,20
1233,2,3,7,11,10
1234,1,3,3,39,5
1235,1,3,6,55,3
1236,1,1,6,33,17
1237,2,1,5,55,10
1238,2,1,2,15,13
1239,2,2,5,39,10
1240,1,1,1,56,4
1241,2,2,6,11,16
1242,1,3,5,3,16
1243,1,1,4,46,19
1244,1,1,1,32,10
1245,2,2,5,56,12
1246,1,2,1,40,11
1247,2,2,1,42,1
1248,2,1,3,46,19
1249,2,3,2,55,19
1250,1,3,6,55,16
1251,2,1,5,32,18
1252,2,1,1,40,7
1253,1,2,2,3,9
1254,2,1,4,11,11
1255,2,1,3,50,4
1256,1,2,1,15,13
1257,2,2,4,34,9
1258,2,1,2,31,2
1259,2,2,6,15,6
1260,2,3,1,33,17
1261,1,1,6,3,18
1262,2,3,6,32,6
1263,1,3,5,15,6
1264,2,1,2,40,18
1265,1,2,3,42,13
1266,1,3,3,31,19
1267,2,3,4,3,7
1268,2,3,2,33,13
1269,1,2,4,56,14
1270,1,3,2,31,18
1271,1,1,2,33,5
1272,2,1,1,50,13
1273,2,2,7,50,3
1274,2,1,4,31,2
1275,1,2,2,42,12
1276,1,1,1,42,10
1277,2,3,4,18,7
1278,2,3,1,32,14
1279,1,2,1,55,19
1280,2,3,4,42,4
1281,2,1,3,56,20
1282,1,1,2,18,12
1283,1,3,5,55,17
1284,2,1,4,34,10
1285,1,1,1,46,11
1286,2,1,6,31,14
1287,1,3,4,40,9
1288,1,3,5,56,5
1289,1,2,1,55,4
1290,1,1,3,42,4
1291,2,1,6,32,1
1292,1,1,4,3,11
1293,1,3,5,40,10
1294,1,3,7,39,10
1295,1,2,5,56,10
1296,2,3,1,31,19
1297,2,2,1,42,20
1298,1,2,2,42,16
1299,1,3,6,15,8
1300,2,1,7,11,20
1301,2,1,1,46,8
1302,1,3,3,31,18
1303,1,3,2,46,20
1304,2,1,3,55,17
1305,1,3,1,40,3
1306,1,3,4,3,1
1307,1,1,4,31,18
1308,2,2,7,50,19
1309,1,1,5,3,5
1310,2,3,6,18,17
1311,1,3,2,39,11
1312,1,3,7,11,8
1313,2,3,1,31,10
1314,1,2,2,39,7
1315,1,3,3,55,6
1316,2,3,4,50,16
1317,1,3,3,46,6
1318,1,3,4,32,17
1319,2,2,3,42,6
1320,1,2,5,31,12
1321,2,3,3,11,13
1322,2,3,7,40,14
1323,2,1,3,40,9
1324,1,2,7,42,11
1325,1,3,1,33,19
1326,2,2,2,34,5
1327,1,3,2,32,18
1328,2,3,1,32,4
1329,2,1,4,34,18
1330,2,3,7,15,11
1331,1,1,5,50,19
1332,1,1,4,32,9
1333,1,3,2,50,1
1334,2,2,6,42,19
1335,1,2,3,33,2
1336,2,3,2,34,12
1337,2,3,2,15,13
1338,2,3,7,56,2
1339,1,3,2,34,4
1340,2,2,1,42,12
1341,2,2,7,56,8
1342,1,1,1,33,11
1343,2,3,4,39,4
1344,2,1,4,39,11
1345,1,2,6,56,7
1346,2,3,5,56,13
1347,1,2,2,50,7
1348,1,1,3,40,2
1349,1,1,6,46,19
1350,1,1,6,39,3
1351,1,3,7,46,15
1352,1,3,5,42,7
1353,2,3,2,55,8
1354,1,2,3,3,16
1355,2,3,3,32,19
1356,1,2,4,55,6
1357,1,2,1,31,5
1358,2,3,6,39,12
1359,1,2,2,40,7
1360,2,2,7,34,4
1361,1,3,1,18,12
1362,1,2,4,39,7
1363,1,2,6,31,11
1364,1,3,1,3,2
1365,1,3,3,42,20
1366,2,1,6,32,13
1367,1,1,4,11,8
1368,1,2,3,34,1
1369,2,3,4,55,15
1370,2,1,3,34,19
1371,2,2,3,39,20
1372,1,2,1,34,3
1373,1,1,2,3,16
1374,2,1,4,39,1
1375,2,2,6,32,6
1376,1,2,7,18,6
1377,2,3,3,40,4
1378,2,2,2,34,10
1379,1,1,1,40,16
1380,1,1,4,15,14
1381,2,1,6,39,6
1382,2,3,5,55,1
1383,2,2,3,34,5
1384,1,3,4,40,6
1385,1,1,4,3,10
1386,2,1,5,56,4
1387,2,3,5,31,12
1388,2,3,4,33,10
1389,1,2,4,31,19
1390,1,3,4,39,16
1391,1,1,1,32,5
1392,2,1,7,39,10
1393,1,2,5,31,8
1394,2,1,3,50,9
1395,1,2,4,31,13
1396,1,2,7,34,8
1397,2,3,5,39,13
1398,1,1,3,15,12
1399,1,1,2,39,5
1400,1,1,4,46,2
1401,1,1,7,56,18
1402,2,1,7,46,12
1403,1,1,3,40,13
1404,2,2,6,15,19
1405,1,2,6,50,6
1406,1,1,6,34,5
1407,2,3,1,31,7
1408,1,2,7,42,15
1409,1,1,5,18,9
1410,1,1,4,39,7
1411,2,2,7,11,10
1412,1,3,5,56,12
1413,2,3,2,55,11
1414,1,3,3,3,19
1415,1,3,6,32,1
1416,2,2,1,11,6
1417,2,1,4,46,15
1418,1,1,2,56,10
1419,1,2,4,31,18
1420,2,2,3,50,17
1421,1,1,6,33,2
1422,1,2,2,34,7
1423,1,2,1,34,18
1424,2,3,2,32,11
1425,1,3,5,50,7
1426,2,3,6,33,3
1427,1,1,6,40,16
1428,2,2,5,42,17
1429,1,1,3,50,4
1430,1,2,5,31,20
1431,2,1,2,55,15
1432,1,1,3,11,10
1433,2,3,4,32,18
1434,2,2,6,56,2
1435,2,1,1,15,9
1436,2,2,1,18,10
1437,1,1,4,55,17
1438,1,3,6,40,12
1439,2,3,1,56,14
1440,2,2,1,50,16
1441,1,3,4,11,6
1442,1,2,4,31,4
1443,1,3,1,15,8
1444,2,2,5,56,17
1445,2,3,7,34,20
1446,1,1,6,55,5
1447,1,2,5,40,13
1448,2,2,2,18,1
1449,1,1,3,46,19
1450,2,3,7,46,6
1451,2,3,4,34,5
1452,2,3,5,42,8
1453,1,2,4,33,6
1454,1,3,5,18,7
1455,1,1,6,42,17
1456,2,1,7,18,6
1457,1,3,3,31,16
1458,2,2,3,34,5
1459,1,1,2,55,7
1460,2,2,6,39,19
1461,2,1,3,3,7
1462,1,2,7,31,13
1463,1,2,6,11,15
1464,1,1,5,50,15
1465,1,2,4,39,9
1466,1,1,1,15,15
1467,2,1,1,18,20
1468,2,2,4,39,15
1469,1,1,7,31,18
1470,2,3,2,11,8
1471,2,1,7,42,12
1472,2,1,6,40,13
1473,2,3,6,18,16
1474,1,2,1,42,3
1475,2,2,5,33,11
1476,2,1,2,15,2
1477,2,3,7,15,2
1478,2,3,1,3,14
1479,2,1,1,34,19
1480,1,2,1,46,2
1481,1,2,7,55,9
1482,1,3,4,50,2
1483,1,3,7,55,11
1484,2,3,7,31,18
1485,2,2,2,39,13
1486,1,2,2,3,12
1487,2,2,7,46,3
1488,1,3,1,32,9
1489,2,3,3,31,14
1490,2,3,3,33,14
1491,2,3,4,34,20
1492,1,1,7,55,8
1493,1,2,1,50,16
1494,2,2,4,42,8
1495,1,1,1,18,12
1496,1,1,1,15,11
1497,2,1,5,32,13
1498,1,3,5,34,7
1499,1,3,1,39,5
1500,1,1,5,40,7
1501,2,1,6,18,8
1502,2,3,1,15,18
1503,2,2,6,31,20
1504,1,3,6,31,18
1505,1,3,7,42,6
1506,1,3,7,18,8
1507,1,1,7,15,8
1508,1,2,6,31,12
1509,2,3,4,11,13
1510,2,3,2,34,4
1511,2,3,1,56,8
1512,2,2,5,33,4
1513,2,1,3,33,11
1514,2,3,4,39,10
1515,2,1,2,50,6
1516,1,3,3,31,2
1517,2,1,5,31,5
1518,1,3,5,50,15
1519,1,1,4,34,16
1520,2,2,1,18,13
1521,2,3,3,31,14
1522,2,3,7,42,7
1523,2,3,7,31,16
1524,2,1,6,50,2
1525,2,3,2,39,17
1526,1,1,4,56,17
1527,1,3,2,11,12
1528,2,1,4,33,19
1529,2,1,2,56,8
1530,2,1,2,55,15
1531,2,2,2,3,6
1532,1,2,1,50,6
1533,2,3,4,46,20
1534,2,2,2,46,3
1535,2,3,4,55,12
1536,2,2,6,50,7
1537,1,3,1,50,2
1538,1,3,7,3,17
1539,2,3,6,56,7
1540,2,3,1,34,10
1541,1,1,2,11,7
1542,1,1,1,55,17
1543,2,3,6,55,3
1544,2,2,2,15,5
1545,2,2,6,46,4
1546,1,3,5,31,18
1547,1,3,3,33,18
1548,2,2,1,55,15
1549,1,3,6,42,20
1550,2,1,3,39,3
1551,2,1,7,18,11
1552,2,2,7,18,17
1553,2,2,5,18,15
1554,2,3,7,34,9
1555,2,2,2,32,15
1556,2,1,4,46,1
1557,2,3,5,32,5
1558,1,2,2,11,12
1559,2,1,7,46,15
1560,2,2,4,18,6
1561,1,3,7,56,12
1562,2,3,4,33,4
1563,1,2,3,34,6
1564,1,2,7,11,12
1565,1,1,5,40,6
1566,2,2,4,42,11
1567,2,2,2,11,18
1568,2,1,5,31,14
1569,1,1,5,56,4
1570,2,1,2,31,12
1571,1,3,5,33,12
1572,1,2,5,39,5
1573,1,1,4,39,19
1574,1,1,4,33,5
1575,1,3,4,18,6
1576,2,1,1,33,12
1577,1,2,7,11,7
1578,2,3,4,15,13
1579,1,2,3,15,18
1580,2,2,5,42,18
1581,2,1,7,40,15
1582,1,1,7,15,9
1583,2,3,2,42,18
1584,1,1,7,18,18
1585,2,1,1,46,19
1586,2,2,4,40,12
1587,1,3,5,40,7
1588,1,2,1,33,8
1589,1,2,6,55,9
1590,2,3,5,31,5
1591,1,2,2,15,4
1592,2,3,4,15,6
1593,1,2,4,3,17
1594,1,2,1,11,1
1595,1,3,3,34,17
1596,1,2,7,3,6
1597,1,3,1,31,6
1598,2,1,7,32,8
1599,1,2,7,56,10
1600,2,3,2,31,1
1601,2,3,2,55,5
1602,2,2,4,56,3
1603,2,2,5,18,18
1604,1,2,2,39,7
1605,1,1,5,3,3
1606,1,3,2,40,6
1607,2,1,3,42,14
1608,1,2,7,50,13
1609,1,1,2,42,7
1610,1,1,2,40,4
1611,2,2,4,50,7
1612,1,1,1,11,18
1613,1,2,2,33,8
1614,2,2,6,33,17
1615,1,3,2,11,7
1616,1,3,4,46,19
1617,2,1,1,39,20
1618,2,2,1,34,5
1619,2,1,4,50,12
1620,2,1,3,18,3
1621,1,1,3,46,20
1622,2,1,7,11,7
1623,2,3,6,42,15
1624,1,3,2,32,1
1625,1,2,6,3,10
1626,2,1,6,40,7
1627,1,2,5,3,12
1628,2,2,1,39,19
1629,1,3,6,32,16
1630,2,3,1,33,12
1631,2,1,5,34,15
1632,1,2,4,40,8
1633,1,3,2,55,1
1634,2,3,4,50,9
1635,1,3,3,18,4
1636,2,3,4,56,1
1637,1,1,5,56,19
1638,2,3,6,11,7
1639,1,3,3,31,8
1640,2,1,6,18,16
1641,2,3,7,33,17
1642,1,1,1,33,3
1643,2,3,7,3,17
1644,2,1,1,50,2
1645,2,1,3,15,20
1646,2,1,4,46,17
1647,2,2,3,42,14
1648,2,1,6,33,12
1649,2,2,4,34,17
1650,2,1,5,15,5
1651,2,1,2,55,13
1652,2,1,1,55,12
1653,1,3,1,32,3
1654,2,2,1,18,10
1655,2,1,4,31,9
1656,1,3,6,34,20
1657,1,3,2,42,1
1658,2,3,4,42,14
1659,2,1,4,42,10
1660,1,1,1,42,13
1661,1,1,1,33,1
1662,2,2,5,34,17
1663,1,1,3,32,8
1664,2,1,5,55,9
1665,1,3,1,34,4
1666,2,2,6,3,17
1667,1,3,4,39,5
1668,2,2,5,18,9
1669,1,3,4,46,20
1670,1,3,6,34,4
1671,1,2,4,32,16
1672,2,2,1,32,1
1673,2,3,1,15,1
1674,2,2,7,18,17
1675,2,1,6,56,19
1676,2,3,7,56,18
1677,2,2,7,50,4
1678,1,3,1,40,17
1679,2,2,7,40,17
1680,2,2,7,31,18
1681,1,3,4,40,20
1682,2,2,2,42,12
1683,1,2,2,39,12
1684,1,2,2,56,17
1685,1,2,6,40,19
1686,1,3,7,33,5
1687,2,1,2,18,17
1688,2,3,1,11,15
1689,2,1,4,34,15
1690,1,3,1,15,12
1691,1,1,3,42,7
1692,2,3,6,15,11
1693,1,2,5,15,17
1694,1,1,3,33,18
1695,1,2,5,40,10
1696,1,1,7,11,11
1697,1,2,1,34,15
1698,1,2,3,33,13
1699,2,1,3,15,11
1700,2,2,2,50,20
1701,2,3,5,46,6
1702,2,1,5,11,1
1703,2,3,5,31,2
1704,2,3,6,50,15
1705,1,2,3,18,2
1706,2,2,6,56,8
1707,2,2,3,3,13
1708,1,1,6,56,17
1709,2,3,1,50,6
1710,2,2,3,34,12
1711,1,2,5,11,16
1712,1,3,6,34,1
1713,2,3,1,32,2
1714,2,3,5,18,18
1715,1,1,6,11,10
1716,1,3,5,11,12
1717,1,3,7,32,19
1718,1,3,4,34,20
1719,2,3,5,46,7
1720,1,2,2,11,11
1721,1,2,2,33,5
1722,1,3,4,55,18
1723,1,3,7,50,5
1724,1,2,2,42,19
1725,2,1,5,56,12
1726,1,3,2,42,15
1727,2,2,4,55,4
1728,1,2,5,15,13
1729,1,1,5,3,11
1730,2,3,4,42,20
1731,2,2,2,56,10
1732,2,1,6,50,14
1733,2,3,1,39,10
1734,1,3,4,40,10
1735,1,2,3,46,15
1736,2,3,7,11,7
1737,2,2,2,3,3
1738,2,1,5,56,7
1739,2,3,3,32,13
1740,2,2,7,3,9
1741,2,3,1,34,16
1742,2,3,6,11,14
1743,1,2,7,42,14
1744,2,3,4,31,3
1745,1,1,3,50,1
1746,1,1,5,50,18
1747,1,2,3,42,11
1748,2,3,1,42,8
1749,1,1,2,18,8
1750,1,3,2,18,14
1751,1,2,3,32,9
1752,2,3,5,40,4
1753,1,2,7,50,1
1754,1,3,6,39,14
1755,1,3,6,33,15
1756,2,2,3,34,1
1757,1,3,2,11,11
1758,2,3,6,3,18
1759,2,2,2,55,8
1760,2,2,6,39,11
1761,2,1,6,46,20
1762,1,1,5,34,3
1763,2,3,2,15,20
1764,2,3,4,46,15
1765,1,2,4,50,3
1766,2,1,7,18,9
1767,2,1,2,15,7
1768,2,1,2,15,7
1769,1,3,7,40,20
1770,2,2,4,15,19
1771,1,2,4,56,14
1772,2,2,4,31,17
1773,1,1,4,33,19
1774,1,1,5,55,1
1775,1,2,6,15,15
1776,2,3,5,46,12
1777,1,3,7,3,19
1778,2,3,1,39,11
1779,2,1,5,15,16
1780,2,2,6,39,16
1781,1,3,6,39,12
1782,1,3,3,33,3
1783,1,1,4,55,15
1784,1,3,5,32,9
1785,1,2,3,32,3
1786,1,2,5,34,10
1787,1,3,5,56,2
1788,1,1,4,11,17
1789,2,3,6,56,11
1790,1,3,4,11,14
1791,2,3,4,50,3
1792,2,1,3,55,10
1793,1,3,6,31,8
1794,1,2,1,3,2
1795,1,1,6,32,9
1796,2,1,1,55,15
1797,2,1,4,32,1
1798,1,2,7,18,10
1799,2,1,4,55,6
1800,1,1,4,3,16
1801,1,3,1,31,11
1802,1,3,1,3,3
1803,2,1,5,15,16
1804,2,3,6,34,15
1805,1,3,7,33,17
1806,1,2,1,15,2
1807,2,2,2,50,19
1808,2,1,1,50,9
1809,1,1,6,34,19
1810,2,1,6,31,16
1811,1,2,4,39,17
1812,1,2,6,39,7
1813,1,1,1,56,16
1814,1,1,2,18,12
1815,2,3,5,15,11
1816,1,2,4,18,10
1817,2,1,2,3,7
1818,1,1,4,33,6
1819,2,3,7,42,7
1820,2,1,2,50,5
1821,1,3,1,39,8
1822,2,1,5,3,14
1823,1,3,3,11,14
1824,1,1,1,32,8
1825,1,3,1,32,18
1826,2,1,4,32,1
1827,1,3,2,55,11
1828,2,1,4,32,2
1829,2,3,5,42,2
1830,1,3,7,34,10
1831,1,1,5,46,7
1832,1,3,7,33,15
1833,1,1,4,46,4
1834,2,2,2,39,12
1835,1,2,7,42,6
1836,1,1,3,18,10
1837,2,2,4,11,6
1838,1,1,6,39,8
1839,2,2,1,11,18
1840,1,3,5,33,4
1841,1,3,1,42,15
1842,2,3,3,31,11
1843,2,1,4,46,14
1844,1,1,2,40,15
1845,2,2,5,56,1
1846,1,1,7,32,2
1847,2,1,7,31,17
1848,1,2,1,46,13
1849,1,1,4,46,18
1850,2,1,3,55,12
1851,1,1,7,50,7
1852,2,1,3,32,12
1853,1,2,2,18,7
1854,2,2,6,46,10
1855,1,3,6,11,16
1856,1,1,6,33,15
1857,1,1,2,18,15
1858,1,2,5,11,5
1859,1,2,6,32,6
1860,1,2,6,50,4
1861,2,2,6,55,11
1862,2,3,6,39,16
1863,1,2,7,40,7
1864,1,3,7,32,20
1865,2,1,4,39,16
1866,2,3,5,40,8
1867,2,1,1,40,16
1868,1,2,1,56,18
1869,2,2,5,42,5
1870,1,3,7,18,2
1871,1,3,4,11,8
1872,1,2,6,11,16
1873,1,2,6,34,6
1874,2,1,6,15,8
1875,1,2,6,15,13
1876,1,1,6,46,12
1877,1,2,3,18,19
1878,2,1,1,31,2
1879,2,2,7,33,20
1880,2,2,1,31,1
1881,1,1,1,33,5
1882,2,3,7,55,8
1883,2,2,2,55,5
1884,2,2,4,56,5
1885,2,1,4,39,3
1886,2,1,5,18,12
1887,1,1,7,18,19
1888,1,3,4,34,13
1889,2,3,5,33,14
1890,1,1,6,32,13
1891,2,3,1,15,14
1892,1,1,6,3,11
1893,1,1,2,33,11
1894,2,2,3,11,10
1895,2,1,3,40,5
1896,2,3,2,31,15
1897,2,2,6,46,3
1898,1,3,1,55,4
1899,1,1,5,11,7
1900,1,1,5,39,16
1901,2,1,2,40,20
1902,2,1,7,56,18
1903,1,2,1,46,7
1904,1,2,5,39,10
1905,1,3,7,18,9
1906,2,2,4,34,7
1907,1,3,3,40,3
1908,1,1,4,55,1
1909,1,3,2,31,12
1910,2,2,2,15,4
1911,2,3,4,42,7
1912,2,3,6,39,5
1913,1,1,6,39,3
1914,1,1,1,34,5
1915,2,3,5,55,3
1916,2,1,5,42,20
1917,1,3,3,33,2
1918,2,1,2,55,2
1919,1,2,6,18,6
1920,1,2,2,50,12
1921,1,2,3,34,6
1922,1,3,5,50,18
1923,1,3,2,50,13
1924,2,3,4,3,19
1925,1,1,5,40,7
1926,2,2,3,40,3
1927,2,1,4,32,16
1928,2,1,7,50,9
1929,1,1,1,46,7
1930,2,1,5,34,17
1931,2,3,2,50,1
1932,2,2,5,33,4
1933,2,3,1,50,17
1934,2,2,7,46,6
1935,2,3,7,3,18
1936,2,1,3,42,12
1937,1,1,3,42,7
1938,1,1,5,31,3
1939,1,3,1,11,6
1940,2,1,3,50,8
1941,1,1,3,15,5
1942,1,1,6,46,1
1943,1,2,7,39,1
1944,2,2,5,15,17
1945,2,3,3,15,11
1946,1,1,5,40,5
1947,1,3,4,46,10
1948,1,2,2,55,7
1949,2,1,6,3,5
1950,2,1,2,11,4
1951,2,2,1,55,9
1952,2,3,1,34,3
1953,1,1,6,39,16
1954,2,3,3,42,18
1955,2,1,3,31,17
1956,1,2,7,15,12
1957,2,3,4,50,3
1958,1,1,6,55,16
1959,2,1,2,39,20
1960,1,3,7,50,3
1961,1,2,3,34,16
1962,2,3,4,39,15
1963,1,3,4,18,1
1964,2,2,6,3,11
1965,2,1,2,46,9
1966,2,3,1,33,5
1967,1,1,7,32,14
1968,1,1,1,42,11
1969,1,1,5,18,12
1970,2,1,1,31,4
1971,2,2,3,42,2
1972,1,1,4,55,6
1973,1,1,7,56,20
1974,1,3,2,31,19
1975,2,1,7,31,18
1976,2,1,5,11,19
1977,2,1,1,15,5
1978,2,1,2,32,20
1979,1,2,2,56,12
1980,2,1,5,31,19
1981,1,1,7,46,5
1982,2,2,4,55,8
1983,1,2,3,11,9
1984,2,2,4,11,8
1985,2,3,5,32,10
1986,1,3,7,46,20
1987,1,2,2,11,3
1988,2,3,3,15,10
1989,1,2,6,55,5
1990,2,1,5,56,7
1991,1,3,2,11,4
1992,1,3,7,33,19
1993,2,2,4,50,6
1994,1,2,4,50,12
1995,2,2,4,46,12
1996,2,2,7,50,9
1997,2,1,3,11,15
1998,1,1,7,3,4
1999,1,1,1,18,7
2000,2,3,7,32,2
2001,2,3,7,18,18
2002,2,2,3,55,17
2003,2,1,5,33,17
2004,1,2,7,50,11
2005,2,1,2,18,2
2006,2,3,5,50,6
2007,2,1,4,56,13
2008,2,2,5,33,17
2009,1,3,7,3,8
2010,2,3,5,50,6
2011,1,2,2,33,8
2012,1,2,2,34,17
2013,1,2,5,31,7
2014,1,2,2,33,7
2015,1,3,2,32,15
2016,2,3,7,34,6
2017,2,1,1,3,15
2018,1,2,4,18,18
2019,2,1,4,11,20
2020,1,1,7,3,15
2021,1,1,4,39,12
2022,2,1,5,42,20
2023,1,1,2,39,5
2024,2,1,4,11,14
2025,2,2,7,50,20
2026,1,3,1,40,5
2027,2,1,3,40,7
2028,2,1,1,40,1
2029,1,2,5,31,9
2030,1,2,5,46,7
2031,2,1,1,55,7
2032,1,1,6,55,5
2033,1,3,2,31,11
2034,2,3,5,50,12
2035,1,1,3,56,13
2036,1,1,4,11,12
2037,1,1,6,55,7
2038,2,1,3,46,2
2039,2,2,3,56,16
2040,1,1,3,46,10
2041,2,3,3,33,19
2042,2,3,4,33,3
2043,1,2,7,18,9
2044,2,1,4,55,2
2045,2,3,3,40,2
2046,2,2,4,34,15
2047,2,1,6,34,2
2048,1,2,5,34,11
2049,2,3,5,55,4
2050,2,3,5,56,3
2051,2,2,3,3,14
2052,1,1,6,46,20
2053,1,1,4,46,17
2054,2,1,1,39,2
2055,2,1,4,50,12
2056,2,3,2,31,12
2057,1,3,1,39,4
2058,2,2,7,32,4
2059,2,1,7,39,6
2060,2,1,6,33,8
2061,1,1,5,31,8
2062,1,2,2,39,7
2063,2,3,5,39,18
2064,2,1,6,3,18
2065,1,1,3,33,14
2066,2,3,1,33,16
2067,1,3,6,31,8
2068,2,3,2,11,9
2069,2,2,5,39,15
2070,1,1,4,40,9
2071,1,3,4,18,8
2072,2,3,7,40,16
2073,2,2,3,40,15
2074,2,3,3,31,17
2075,2,1,2,50,13
2076,2,3,2,50,7
2077,1,2,3,39,17
2078,1,1,4,33,4
2079,1,3,7,15,10
2080,2,3,6,34,16
2081,2,1,6,33,7
2082,2,2,5,50,9
2083,1,3,6,40,17
2084,1,3,1,42,3
2085,1,1,6,11,19
2086,1,2,1,56,16
2087,1,2,5,56,12
2088,2,3,4,33,19
2089,1,1,1,55,15
2090,2,1,7,39,4
2091,1,1,7,39,9
2092,1,1,4,39,19
2093,2,2,4,33,11
2094,2,3,3,18,4
2095,1,2,4,18,1
2096,2,2,3,3,1
2097,2,1,6,31,20
2098,2,3,1,42,5
2099,2,2,7,50,3
2100,1,2,5,18,9
2101,1,2,5,34,17
2102,2,2,7,50,19
2103,1,2,3,33,4
2104,1,1,4,46,18
2105,1,2,1,50,20
2106,1,1,1,15,16
2107,2,2,3,40,4
2108,1,2,7,42,18
2109,1,3,6,32,10
2110,1,3,4,55,19
2111,1,2,3,3,20
2112,1,3,7,18,19
2113,2,3,2,18,9
2114,2,3,7,42,18
2115,2,3,1,11,11
2116,2,3,5,31,2
2117,1,1,1,40,19
2118,1,1,6,34,17
2119,2,2,2,46,19
2120,2,1,1,42,19
2121,2,2,1,42,3
2122,2,2,2,32,7
2123,2,2,2,32,5
2124,2,3,1,56,4
2125,1,1,7,33,5
2126,2,3,3,11,14
2127,1,2,3,46,9
2128,1,2,5,56,16
2129,2,3,5,56,3
2130,2,2,2,55,1
2131,1,3,5,50,8
2132,1,3,1,33,1
2133,2,2,7,18,17
2134,2,1,1,42,5
2135,2,1,5,31,17
2136,1,2,2,3,10
2137,2,3,4,33,18
2138,2,2,2,42,13
2139,1,2,1,34,12
2140,1,1,1,32,15
2141,1,3,5,32,15
2142,1,3,2,39,5
2143,2,3,6,56,7
2144,2,3,3,55,1
2145,1,1,7,42,14
2146,1,2,3,42,9
2147,2,1,2,31,1
2148,1,3,2,3,9
2149,1,3,4,55,6
2150,2,1,7,42,11
2151,1,2,5,11,12
2152,1,3,3,31,8
2153,1,1,2,34,12
2154,2,1,6,56,13
2155,1,1,4,3,12
2156,1,1,7,40,9
2157,2,2,4,15,9
2158,1,3,5,34,7
2159,2,2,7,33,9
2160,2,2,4,18,2
2161,2,2,2,32,8
2162,2,1,4,32,12
2163,1,1,2,18,20
2164,2,2,7,50,9
2165,2,2,6,56,8
2166,2,1,3,15,12
2167,1,1,6,11,15
2168,1,3,6,34,10
2169,2,2,2,32,20
2170,2,2,4,31,9
2171,2,3,3,31,17
2172,1,2,6,18,4
2173,2,3,6,42,15
2174,1,3,2,40,14
2175,2,3,5,3,14
2176,1,3,3,31,16
2177,1,1,6,32,14
2178,2,2,6,32,1
2179,1,3,5,56,1
2180,2,2,7,42,2
2181,2,3,7,39,20
2182,1,1,2,39,12
2183,2,3,4,39,12
2184,1,3,2,33,14
2185,2,2,3,3,16
2186,2,2,7,55,5
2187,2,3,5,34,14
2188,2,3,1,50,8
2189,2,2,3,33,3
2190,2,2,6,15,19
2191,1,3,2,3,15
2192,1,1,7,42,16
2193,1,3,2,33,19
2194,1,2,6,31,5
2195,2,3,1,18,20
2196,2,3,3,42,17
2197,2,1,4,56,5
2198,2,2,3,11,17
2199,1,1,4,39,10
2200,2,2,6,32,17
2201,1,3,1,34,7
2202,1,2,1,42,10
2203,2,3,7,3,13
2204,2,3,6,39,12
2205,1,2,1,56,17
2206,2,2,5,40,10
2207,1,1,1,31,5
2208,2,2,7,40,15
2209,1,2,1,56,2
2210,2,2,6,11,19
2211,2,3,7,33,19
2212,1,3,6,11,1
2213,1,3,5,56,3
2214,2,3,1,18,19
2215,1,3,5,50,19
2216,1,3,6,42,18
2217,2,3,3,55,14
2218,2,1,7,50,17
2219,2,1,4,18,13
2220,2,2,6,11,5
2221,1,1,5,56,17
2222,2,1,4,56,15
2223,2,3,6,32,2
2224,2,3,5,56,20
2225,2,1,4,18,8
2226,1,2,1,42,4
