respid,gender,edu,age,county,occupation
1152,2,3,5,56,13
1153,1,2,4,3,12
1154,1,2,4,50,7
1155,1,1,3,39,5
1156,1,3,1,56,15
1157,1,2,1,32,4
1158,1,1,1,32,8
1159,1,3,1,18,8
1160,1,3,7,11,15
1161,2,2,7,50,9
1162,1,3,7,50,20
1163,1,3,1,3,2
1164,2,3,3,42,6
1165,2,3,1,39,6
1166,2,1,4,15,10
1167,1,2,3,56,3
1168,1,1,5,46,6
1169,1,3,3,34,13
1170,2,1,6,39,11
1171,1,3,2,56,12
1172,1,3,6,31,18
1173,1,3,2,31,16
1174,1,2,4,33,16
1175,2,3,4,40,9
1176,1,1,2,3,18
1177,1,3,4,50,11
1178,2,1,6,55,4
1179,2,1,1,34,16
1180,2,1,1,55,1
1181,1,3,5,40,6
1182,2,2,2,56,1
1183,1,1,1,3,2
1184,2,3,2,40,7
1185,1,2,4,56,4
1186,2,1,1,56,1
1187,2,3,3,32,16
1188,2,3,1,32,1
1189,1,2,2,33,5
1190,2,3,2,39,9
1191,1,2,4,18,12
1192,2,3,5,55,6
1193,1,2,4,3,20
1194,1,1,3,11,4
1195,2,3,7,39,6
1196,2,3,6,46,11
1197,1,3,5,46,7
1198,2,3,2,39,4
1199,2,1,4,31,3
1200,2,1,2,33,6
1201,2,2,7,33,9
1202,2,3,3,42,19
1203,1,3,6,40,15
1204,2,2,6,55,20
1205,2,3,1,42,2
1206,2,2,4,11,3
1207,2,1,6,50,7
1208,1,1,6,18,18
1209,1,3,6,31,13
1210,2,1,7,39,19
1211,2,3,2,33,18
1212,1,2,1,33,6
1213,2,2,6,34,6
1214,1,1,4,55,16
1215,2,2,5,46,8
1216,1,2,1,11,7
1217,2,2,2,46,12
1218,1,2,5,11,17
1219,2,2,2,31,13
1220,2,2,2,18,18
1221,1,1,2,55,15
1222,2,1,2,32,8
1223,2,3,7,18,14
1224,2,3,5,34,6
1225,1,2,4,42,19
1226,2,2,6,42,15
1227,2,1,2,39,19
1228,1,2,1,18,10
1229,1,3,2,56,20
1230,1,1,2,32,11
1231,2,3,1,56,15
1232,2,2,1,33,12
1233,1,3,3,3,18
1234,2,2,5,33,19
1235,1,2,4,55,8
1236,2,3,5,31,20
1237,1,3,1,40,9
1238,2,1,1,34,6
1239,2,3,5,32,1
1240,1,3,3,34,6
1241,1,3,4,39,20
1242,2,3,3,33,4
1243,2,3,7,55,5
1244,1,1,4,3,2
1245,1,1,5,46,10
1246,1,3,2,40,12
1247,1,2,5,11,11
1248,1,1,6,32,18
1249,2,1,4,11,6
1250,1,3,3,55,16
1251,1,2,2,39,17
1252,1,3,4,33,11
1253,1,3,5,18,11
1254,1,1,7,40,18
1255,2,1,7,3,13
1256,2,3,7,3,13
1257,2,3,2,40,16
1258,2,3,6,42,5
1259,2,1,6,55,19
1260,1,3,5,3,7
1261,1,1,4,55,4
1262,1,1,6,15,2
1263,1,1,5,56,10
1264,2,3,3,40,1
1265,2,1,1,56,3
1266,1,2,2,40,14
1267,1,1,4,32,5
1268,2,2,5,32,13
1269,2,1,3,11,13
1270,1,2,5,15,13
1271,1,1,1,18,8
1272,2,1,4,11,20
1273,1,2,4,40,19
1274,1,3,3,40,10
1275,1,2,6,40,9
1276,1,1,7,33,11
1277,2,3,5,40,10
1278,1,2,2,39,11
1279,1,2,7,3,9
1280,1,2,4,42,3
1281,2,3,4,55,14
1282,1,1,5,56,15
1283,2,3,4,34,19
1284,2,1,1,15,12
1285,2,2,4,56,18
1286,2,3,2,32,6
1287,2,3,3,18,16
1288,2,1,1,46,16
1289,2,2,1,15,7
1290,2,3,6,42,18
1291,1,2,6,46,19
1292,2,3,1,32,18
1293,1,3,4,55,7
1294,1,3,3,40,16
1295,2,1,6,18,17
1296,1,2,7,33,5
1297,1,3,6,42,16
1298,2,2,3,46,1
1299,2,2,1,34,12
1300,1,2,2,55,10
1301,1,1,7,33,11
1302,2,3,3,39,16
1303,1,3,2,33,15
1304,1,2,6,32,19
1305,2,2,5,18,10
1306,1,1,5,50,15
1307,2,3,4,56,17
1308,1,1,2,40,5
1309,2,3,5,34,11
1310,1,2,2,15,11
1311,2,3,3,33,17
1312,2,3,5,39,5
1313,2,2,6,32,6
1314,1,3,6,39,19
1315,2,3,3,50,5
1316,2,2,5,31,11
1317,2,2,3,31,9
1318,2,1,3,40,8
1319,2,2,7,50,8
1320,1,2,6,40,7
1321,1,1,1,31,15
1322,2,1,2,15,9
1323,2,3,7,50,4
1324,1,3,1,56,9
1325,1,3,3,33,12
1326,2,1,7,31,15
1327,2,3,5,34,4
1328,2,1,2,18,17
1329,2,3,1,18,10
1330,2,1,2,3,7
1331,2,1,2,56,11
1332,1,2,4,18,3
1333,2,3,2,33,17
1334,1,3,5,33,2
1335,1,2,4,39,18
1336,1,3,4,32,13
1337,2,1,4,3,1
1338,2,3,5,40,16
1339,2,3,4,55,19
1340,1,3,4,50,6
1341,1,3,3,39,3
1342,2,1,3,32,18
1343,1,1,6,42,3
1344,2,3,1,3,6
1345,2,3,2,55,19
1346,1,3,1,18,16
1347,2,1,1,46,9
1348,1,2,1,32,19
1349,2,3,7,46,8
1350,2,1,2,33,14
1351,1,2,5,42,6
1352,1,3,2,46,5
1353,2,2,7,40,9
1354,1,3,1,40,19
1355,1,1,3,11,14
1356,2,1,3,15,3
1357,2,1,2,39,18
1358,2,1,6,39,11
1359,2,2,5,11,8
1360,1,2,4,18,14
1361,2,1,6,31,9
1362,1,2,4,32,13
1363,1,2,5,56,18
1364,1,3,6,46,18
1365,2,2,1,33,9
1366,2,2,6,34,10
1367,1,1,7,32,15
1368,2,1,5,40,11
1369,1,1,1,46,4
1370,1,3,5,32,13
1371,2,2,6,56,11
1372,1,2,5,55,19
1373,2,1,7,50,14
1374,2,3,4,50,17
1375,1,3,1,15,8
1376,1,3,3,3,1
1377,2,3,1,56,14
1378,2,3,6,40,7
1379,2,1,7,15,19
1380,1,1,2,55,12
1381,1,3,2,31,15
1382,1,1,6,56,13
1383,1,3,1,33,19
1384,1,1,3,18,3
1385,1,3,6,11,2
1386,2,2,6,34,8
1387,2,2,1,56,10
1388,2,1,4,11,20
1389,2,2,3,39,12
1390,2,2,6,42,12
1391,1,1,3,11,16
1392,2,2,3,32,9
1393,2,2,4,55,17
1394,1,3,5,32,14
1395,1,1,6,11,14
1396,2,2,2,50,2
1397,1,3,2,46,7
1398,1,1,5,33,6
1399,2,1,5,15,13
1400,2,1,6,50,19
1401,2,2,4,39,6
1402,1,1,5,56,3
1403,1,2,3,42,5
1404,1,2,1,33,19
1405,2,1,4,11,6
1406,2,1,5,31,5
1407,1,1,2,40,6
1408,2,3,6,55,11
1409,1,1,2,55,11
1410,1,1,1,32,9
1411,1,2,3,40,4
1412,1,2,7,18,15
1413,1,3,2,33,4
1414,2,2,1,56,11
1415,1,1,3,46,20
1416,1,2,7,39,10
1417,2,3,3,50,5
1418,2,3,1,40,17
1419,1,1,4,31,1
1420,1,3,4,31,19
1421,1,1,2,18,4
1422,1,1,1,18,4
1423,1,2,7,33,8
1424,2,2,4,55,11
1425,2,1,7,34,2
1426,1,3,4,46,13
1427,2,1,7,32,17
1428,2,3,2,32,9
1429,1,1,7,34,8
1430,2,2,1,3,7
1431,1,1,6,50,4
1432,1,3,2,46,8
1433,1,2,3,39,20
1434,1,3,7,42,7
1435,2,1,6,11,8
1436,1,1,3,15,2
1437,2,2,2,39,20
1438,1,3,5,18,18
1439,2,3,2,32,15
1440,1,3,3,40,19
1441,1,1,4,39,19
1442,1,1,3,15,15
1443,2,3,6,32,4
1444,2,2,4,3,11
1445,1,3,6,32,20
1446,2,3,6,46,14
1447,1,2,2,42,7
1448,2,3,1,34,1
1449,1,1,3,39,9
1450,1,2,1,11,4
1451,2,2,2,40,16
1452,2,3,7,42,8
1453,2,1,2,31,18
1454,1,2,4,3,16
1455,2,3,7,50,10
1456,1,1,2,11,2
1457,2,2,2,11,7
1458,2,1,3,18,20
1459,2,1,7,42,1
1460,1,3,7,39,12
1461,2,1,3,33,10
1462,2,1,4,3,20
1463,1,2,7,42,15
1464,1,1,3,3,16
1465,1,3,4,46,9
1466,2,2,1,46,19
1467,2,1,2,46,7
1468,1,2,2,33,18
1469,1,1,5,34,19
1470,2,2,5,56,10
1471,1,1,4,55,2
1472,1,3,4,32,13
1473,2,1,6,11,4
1474,1,2,4,3,13
1475,1,1,6,55,4
1476,1,1,6,34,5
1477,2,1,1,40,9
1478,2,1,3,34,11
1479,1,2,2,42,12
1480,1,2,6,3,10
1481,2,3,1,31,9
1482,2,3,2,34,13
1483,2,2,2,46,3
1484,2,2,4,42,6
1485,1,2,7,46,10
1486,2,3,5,11,7
1487,2,1,4,31,6
1488,2,1,1,39,6
1489,1,3,6,18,2
1490,2,3,6,50,6
1491,1,1,5,11,10
1492,1,1,5,39,16
1493,1,1,7,40,14
1494,1,1,7,11,13
1495,1,1,2,33,11
1496,2,3,7,40,17
1497,1,1,1,3,2
1498,1,1,7,3,2
1499,1,3,5,11,3
1500,1,1,1,46,20
1501,1,3,4,42,8
1502,1,1,7,3,19
1503,1,1,5,40,9
1504,1,3,4,18,2
1505,1,1,1,55,4
1506,2,2,5,15,11
1507,1,3,5,40,17
1508,2,2,5,39,10
1509,1,2,6,50,6
1510,2,3,2,40,4
1511,1,3,1,33,5
1512,2,1,1,18,12
1513,1,1,1,34,12
1514,1,1,3,42,14
1515,2,1,7,56,14
1516,2,3,6,11,5
1517,1,3,1,3,16
1518,1,1,6,42,13
1519,1,2,2,15,9
1520,1,1,7,15,8
1521,1,1,4,31,7
1522,2,1,6,39,5
1523,1,1,4,11,2
1524,1,3,4,11,8
1525,2,3,7,56,15
1526,1,2,2,55,7
1527,1,2,1,33,1
1528,1,1,3,18,18
1529,1,3,2,50,18
1530,1,2,2,46,15
1531,2,2,6,34,9
1532,1,3,7,3,18
1533,1,1,6,3,5
1534,2,2,2,3,14
1535,1,1,1,18,12
1536,2,2,3,42,6
1537,1,2,3,31,18
1538,2,2,7,56,13
1539,1,3,4,39,7
1540,2,3,3,11,15
1541,2,1,6,46,20
1542,2,3,3,50,12
1543,1,2,1,56,16
1544,2,1,4,40,19
1545,1,3,3,46,19
1546,1,2,5,31,8
1547,1,2,6,15,6
1548,1,3,6,11,5
1549,2,1,6,32,17
1550,1,3,1,33,11
1551,2,2,2,31,6
1552,2,3,2,11,9
1553,2,2,6,3,3
1554,1,1,4,33,9
1555,1,1,7,42,8
1556,2,2,6,3,16
1557,2,2,4,34,4
1558,2,3,4,31,17
1559,1,3,5,34,5
1560,2,1,4,55,12
1561,2,2,4,40,13
1562,2,2,6,56,10
1563,2,1,4,39,17
1564,2,2,3,15,5
1565,2,3,6,39,2
1566,2,3,1,40,1
1567,2,2,2,18,18
1568,2,1,1,39,1
1569,1,2,7,55,9
1570,1,3,4,3,1
1571,1,1,6,11,9
1572,2,1,2,50,14
1573,1,3,5,32,6
1574,1,3,7,18,1
1575,1,2,3,46,14
1576,2,1,3,33,12
1577,1,1,3,56,11
1578,1,3,6,33,8
1579,2,2,5,31,13
1580,1,3,6,31,13
1581,1,3,6,56,14
1582,1,2,2,56,4
1583,1,2,3,11,2
1584,1,2,3,46,17
1585,2,1,6,55,4
1586,1,1,6,39,14
1587,1,1,6,3,11
1588,2,2,4,18,14
1589,1,1,4,15,3
1590,1,2,5,3,1
1591,2,3,1,31,18
1592,1,2,2,39,19
1593,1,3,7,42,18
1594,2,3,6,3,1
1595,1,1,3,34,20
1596,2,3,6,34,6
1597,1,2,7,40,2
1598,2,1,3,40,1
1599,1,1,2,40,15
1600,2,1,3,11,17
1601,1,1,7,32,11
1602,2,1,7,15,12
1603,2,3,4,56,16
1604,1,3,2,40,16
1605,2,2,3,18,16
1606,1,1,5,32,17
1607,2,3,3,31,17
1608,1,1,5,50,4
1609,1,1,7,42,10
1610,2,1,3,18,17
1611,2,2,1,39,14
1612,1,2,4,34,18
1613,1,3,4,15,18
1614,2,1,2,39,15
1615,1,2,4,42,5
1616,2,3,5,50,19
1617,2,2,5,3,20
1618,1,1,5,33,17
1619,1,3,7,39,9
1620,1,1,5,46,5
1621,1,2,6,32,16
1622,2,2,7,42,20
1623,2,1,2,56,15
1624,1,1,7,11,13
1625,2,2,1,55,19
1626,1,1,3,11,14
1627,1,1,1,46,12
1628,1,3,2,18,2
1629,2,2,6,42,1
1630,2,1,6,11,19
1631,2,2,7,55,12
1632,2,1,2,50,17
1633,2,2,4,42,3
1634,2,1,7,46,2
1635,2,1,6,46,13
1636,1,1,7,32,17
1637,2,3,1,56,10
1638,2,3,2,3,2
1639,1,2,7,33,20
1640,2,1,3,11,2
1641,1,2,5,33,6
1642,1,2,2,55,18
1643,2,3,2,40,7
1644,1,2,2,50,18
1645,1,1,5,42,7
1646,2,3,3,56,18
1647,2,2,5,18,19
1648,1,3,3,56,7
1649,2,3,2,32,8
1650,1,1,3,11,13
1651,1,3,4,33,12
1652,1,3,3,32,7
1653,1,1,1,42,20
1654,2,1,3,46,1
1655,2,3,5,40,4
1656,2,2,6,3,20
1657,2,1,3,56,10
1658,1,3,7,33,11
1659,2,2,4,56,6
1660,1,2,6,18,9
1661,2,1,3,46,16
1662,2,3,3,50,17
1663,1,3,3,15,11
1664,2,2,7,31,7
1665,1,3,4,18,17
1666,1,2,2,56,2
1667,2,3,7,31,13
1668,1,3,7,55,8
1669,1,3,4,56,1
1670,2,1,7,46,18
1671,2,2,7,15,2
1672,1,2,3,39,11
1673,2,1,3,55,10
1674,1,3,1,42,10
1675,2,3,6,55,4
1676,2,3,6,39,16
1677,1,2,4,39,17
1678,1,3,3,34,20
1679,1,2,4,32,16
1680,2,2,3,39,19
1681,1,3,3,11,20
1682,1,1,6,3,18
1683,1,3,7,34,10
1684,2,2,3,40,6
1685,2,1,7,3,9
1686,2,1,1,56,11
1687,1,2,2,11,3
1688,1,1,6,42,16
1689,1,2,4,32,20
1690,2,1,4,31,2
1691,1,1,3,56,17
1692,2,2,3,11,3
1693,1,1,1,33,5
1694,2,2,3,42,20
1695,1,3,7,39,16
1696,2,1,7,56,4
1697,1,1,7,11,4
1698,2,3,7,15,9
1699,1,2,4,33,6
1700,1,1,4,50,10
1701,1,3,7,33,11
1702,1,1,2,46,17
1703,2,2,5,56,18
1704,2,1,6,15,5
1705,2,3,1,31,14
1706,1,2,7,3,7
1707,1,3,5,11,14
1708,1,3,3,39,12
1709,2,2,7,32,15
1710,2,1,6,46,20
1711,2,3,2,11,4
1712,1,2,2,31,4
1713,2,3,4,11,19
1714,2,1,4,42,15
1715,2,1,1,18,9
1716,1,3,7,3,14
1717,2,3,7,55,11
1718,1,2,4,42,14
1719,1,3,5,18,14
1720,1,1,2,34,13
1721,1,2,5,39,7
1722,1,2,6,34,16
1723,1,2,5,34,19
1724,1,2,5,32,9
1725,2,3,5,11,3
1726,1,2,7,46,12
1727,1,1,5,42,1
1728,1,3,1,3,13
1729,1,3,1,33,13
1730,1,2,7,15,18
1731,1,1,4,56,3
1732,1,3,6,18,9
1733,1,2,6,50,9
1734,1,1,7,18,20
1735,1,1,4,55,10
1736,1,2,5,33,3
1737,1,1,2,50,11
1738,1,2,1,39,16
1739,2,2,5,39,6
1740,2,1,5,42,8
1741,1,1,2,55,7
1742,2,3,6,18,8
1743,1,2,3,46,9
1744,1,2,1,15,7
1745,2,1,3,3,6
1746,1,3,3,3,11
1747,2,3,7,15,14
1748,2,3,2,42,7
1749,2,2,5,31,17
1750,2,3,2,46,9
1751,1,1,2,40,7
1752,1,3,2,42,19
1753,1,3,1,42,13
1754,2,2,3,11,13
1755,2,1,6,31,20
1756,1,3,4,39,16
1757,2,2,7,55,10
1758,1,1,2,34,12
1759,2,2,3,15,16
1760,2,2,2,34,11
1761,1,1,5,40,9
1762,2,3,2,40,20
1763,1,3,6,50,3
1764,1,1,1,55,13
1765,1,2,1,18,1
1766,2,2,7,15,17
1767,1,2,4,33,17
1768,2,3,6,40,16
1769,1,1,3,55,17
1770,2,1,6,55,10
1771,2,2,2,15,3
1772,2,2,2,15,17
1773,2,3,2,15,17
1774,1,2,2,40,16
1775,1,1,3,31,17
1776,2,1,4,33,17
1777,2,2,7,42,7
1778,1,3,2,50,12
1779,1,1,2,34,12
1780,2,2,5,18,15
1781,1,3,7,3,16
1782,2,3,1,33,4
1783,1,1,3,32,15
1784,1,3,6,55,11
1785,1,1,3,55,9
1786,2,1,2,31,16
1787,2,3,5,46,11
1788,1,3,4,55,16
1789,2,1,1,31,4
1790,2,3,7,39,10
1791,2,2,1,39,19
1792,2,3,3,46,10
1793,2,2,2,33,5
1794,2,3,6,55,8
1795,1,2,1,32,5
1796,1,1,5,40,19
1797,2,3,5,39,14
1798,1,2,1,39,2
1799,1,3,1,15,12
1800,1,3,7,39,17
1801,2,2,1,11,8
1802,2,1,1,56,12
1803,1,1,7,46,6
1804,1,3,5,34,7
1805,2,2,3,39,5
1806,2,3,4,40,2
1807,1,3,3,18,17
1808,1,3,7,3,19
1809,2,2,3,15,9
1810,2,2,7,33,18
1811,1,2,3,50,19
1812,1,3,1,31,17
1813,1,3,6,15,9
1814,2,3,6,3,9
1815,1,2,3,11,8
1816,2,2,6,50,14
1817,2,2,6,42,3
1818,1,3,5,11,20
1819,1,2,1,34,6
1820,2,3,1,55,19
1821,2,1,4,32,8
1822,1,2,1,40,1
1823,2,2,4,11,2
1824,2,3,5,3,9
1825,1,2,3,40,1
1826,2,2,2,50,18
1827,1,3,2,50,9
1828,2,1,1,11,16
1829,1,2,2,32,7
1830,1,2,5,50,11
1831,1,2,2,15,18
1832,2,2,7,34,12
1833,2,2,7,42,11
1834,2,2,3,18,5
1835,1,3,2,55,19
1836,1,3,4,32,7
1837,2,1,1,33,19
1838,1,3,5,34,16
1839,1,2,5,3,17
1840,2,1,6,55,12
1841,1,3,3,46,12
1842,2,1,6,46,17
1843,1,2,7,18,7
1844,1,3,3,42,5
1845,1,1,3,39,18
1846,2,2,6,40,11
1847,1,1,1,39,3
1848,1,3,5,39,6
1849,2,1,2,56,12
1850,2,3,4,34,16
1851,2,2,4,56,8
1852,1,3,4,32,7
1853,1,1,3,34,1
1854,2,1,6,3,18
1855,2,1,5,31,18
1856,2,3,2,32,17
1857,2,1,2,3,13
1858,2,1,2,39,20
1859,1,3,5,31,6
1860,1,2,4,55,14
1861,2,1,6,32,10
1862,1,2,1,39,1
1863,1,3,7,46,20
1864,1,2,5,34,20
1865,1,1,4,32,15
1866,2,3,7,33,10
1867,1,2,4,11,11
1868,1,3,1,56,17
1869,2,1,4,31,14
1870,2,2,2,42,19
1871,1,2,3,32,19
1872,1,1,1,56,1
1873,1,3,5,15,14
1874,2,2,2,34,17
1875,1,3,7,39,2
1876,2,3,5,56,18
1877,1,1,1,42,8
1878,2,2,4,18,7
1879,1,2,2,34,18
1880,2,1,4,15,7
1881,1,3,6,32,6
1882,1,2,3,55,4
1883,2,1,2,33,1
1884,1,2,2,40,18
1885,2,1,6,55,4
1886,1,2,5,50,19
1887,2,2,4,11,20
1888,1,2,4,56,12
1889,1,2,7,46,7
1890,2,1,1,3,12
1891,2,1,2,33,15
1892,2,3,7,32,7
1893,1,2,2,39,1
1894,1,3,4,11,1
1895,2,3,6,39,10
1896,1,2,2,3,7
1897,1,3,7,40,10
1898,2,3,2,39,12
1899,1,3,1,11,6
1900,2,2,7,34,12
1901,2,3,6,15,4
1902,2,1,5,18,17
1903,2,3,7,50,1
1904,1,3,1,40,2
1905,1,2,7,34,6
1906,2,1,3,39,8
1907,1,3,4,15,7
1908,1,2,2,46,13
1909,2,2,3,40,2
1910,1,3,4,55,14
1911,1,1,7,33,2
1912,2,1,6,42,18
1913,2,3,6,55,2
1914,2,1,2,42,14
1915,1,1,2,11,10
1916,2,1,6,31,5
1917,2,1,7,34,2
1918,1,3,2,31,19
1919,2,1,6,33,18
1920,1,2,6,56,15
1921,2,2,6,31,12
1922,2,3,6,46,1
1923,1,2,2,46,9
1924,2,1,5,40,3
1925,2,1,6,42,20
1926,1,1,7,50,6
1927,2,3,5,15,17
1928,2,1,6,39,8
1929,1,1,2,39,12
1930,1,1,3,39,15
1931,1,1,5,42,14
1932,2,2,6,42,10
1933,2,2,4,18,12
1934,1,1,3,33,6
1935,1,2,1,39,17
1936,2,2,1,3,10
1937,2,3,5,56,6
1938,1,3,4,33,18
1939,2,1,2,55,8
1940,2,2,7,55,17
1941,1,3,5,50,17
1942,2,1,5,56,12
1943,2,3,5,33,15
1944,1,1,4,33,17
1945,1,3,4,11,12
1946,1,2,5,15,17
1947,2,1,5,55,18
1948,2,3,4,56,11
1949,1,3,1,55,13
1950,1,3,1,42,13
1951,2,2,6,33,3
1952,2,3,6,18,14
1953,2,3,1,42,1
1954,2,2,5,39,5
1955,1,1,1,46,11
1956,1,3,4,15,19
1957,2,2,3,32,4
1958,2,3,5,46,4
1959,1,3,1,32,10
1960,2,3,7,46,13
1961,1,3,2,31,4
1962,1,1,1,3,19
1963,2,1,7,40,11
1964,1,1,3,32,14
1965,1,1,3,56,13
1966,1,2,3,56,11
1967,1,2,1,42,11
1968,2,2,7,33,7
1969,1,2,4,33,5
1970,2,1,5,34,12
1971,2,1,3,40,10
1972,2,1,3,31,13
1973,1,1,2,56,3
1974,2,2,7,3,18
1975,2,2,3,11,4
1976,1,3,1,11,7
1977,1,3,5,46,4
1978,2,1,4,40,12
1979,2,1,6,15,20
1980,2,1,3,40,11
1981,1,2,2,56,6
1982,1,1,4,40,5
1983,1,3,6,40,3
1984,1,1,6,32,9
1985,1,1,7,46,12
1986,1,1,3,42,12
1987,1,3,2,3,6
1988,2,2,6,55,16
1989,1,1,2,31,10
1990,2,2,5,46,19
1991,1,1,7,15,2
1992,1,3,2,42,4
1993,1,2,7,33,13
1994,1,3,3,31,14
1995,1,1,2,18,4
1996,1,2,5,15,11
1997,2,1,4,33,11
1998,1,1,5,33,4
1999,1,2,2,50,12
2000,1,1,1,42,17
2001,2,3,2,15,10
2002,2,1,1,34,7
2003,1,1,1,56,11
2004,2,1,4,40,14
2005,2,1,7,39,6
2006,2,3,1,40,9
2007,2,2,2,40,13
2008,2,2,3,55,2
2009,1,3,2,55,20
2010,2,2,5,18,16
2011,2,1,7,32,7
2012,1,2,1,32,1
2013,1,2,5,40,6
2014,1,1,7,18,4
2015,2,1,6,39,17
2016,2,2,5,50,15
2017,2,1,6,34,19
2018,1,1,4,50,6
2019,2,2,3,15,2
2020,2,2,7,34,14
2021,1,3,4,55,5
2022,1,2,1,3,10
2023,1,1,3,56,15
2024,2,2,3,55,1
2025,1,3,2,34,2
2026,1,2,4,56,16
2027,1,2,5,33,7
2028,2,2,6,31,20
2029,1,3,2,18,1
2030,2,3,1,56,5
2031,1,1,4,34,15
2032,2,1,7,33,16
2033,2,1,3,50,3
2034,1,2,7,11,8
2035,1,3,6,15,15
2036,1,3,7,34,13
2037,2,2,5,32,19
2038,1,1,4,18,5
2039,2,1,5,40,8
2040,1,3,6,56,8
2041,1,2,2,32,8
2042,2,2,1,11,3
2043,1,2,6,3,7
2044,2,1,7,3,7
2045,2,2,3,3,15
2046,2,2,1,33,20
2047,1,2,2,55,16
2048,2,2,1,33,15
2049,2,3,2,18,8
2050,1,1,5,31,7
2051,1,2,4,40,15
2052,2,3,4,32,19
2053,2,2,1,55,10
2054,1,3,5,56,2
2055,1,2,3,33,3
2056,2,2,1,3,3
2057,1,3,5,50,5
2058,1,1,6,34,19
2059,1,3,4,50,3
2060,1,3,7,56,10
2061,1,1,2,34,9
2062,2,3,7,55,13
2063,2,1,3,32,3
2064,1,3,4,42,20
2065,1,3,6,56,8
2066,1,1,6,56,1
2067,1,1,2,33,14
2068,2,1,5,3,8
2069,1,1,2,42,12
2070,1,3,2,11,16
2071,1,3,2,18,14
2072,1,3,3,11,3
2073,1,2,7,18,3
2074,1,2,4,33,9
2075,1,3,5,18,11
2076,2,1,4,18,11
2077,1,1,7,15,3
2078,2,1,7,39,18
2079,1,3,3,18,11
2080,1,1,7,15,14
2081,1,1,2,3,1
2082,2,1,4,34,8
2083,1,2,3,55,16
2084,2,2,6,11,7
2085,2,3,5,46,4
2086,2,1,2,50,18
2087,2,1,3,3,18
2088,1,3,6,42,9
2089,2,3,6,39,10
2090,2,1,5,11,5
2091,1,2,4,40,4
2092,1,1,1,18,19
2093,1,3,5,18,20
2094,1,3,5,15,16
2095,2,3,6,32,14
2096,2,3,3,33,14
2097,1,1,7,31,10
2098,2,3,4,39,11
2099,2,3,5,3,3
2100,2,2,7,15,9
2101,1,1,5,11,10
2102,1,1,5,42,7
2103,2,1,7,40,15
2104,2,2,1,31,2
2105,1,3,4,15,13
2106,1,3,1,55,3
2107,1,1,7,55,16
2108,2,3,3,33,13
2109,1,3,1,46,17
2110,2,1,1,55,5
2111,1,1,6,50,7
2112,1,1,7,32,3
2113,2,1,6,34,6
2114,2,1,3,18,17
2115,1,1,7,15,20
2116,1,3,4,11,10
2117,1,2,7,39,5
2118,1,1,2,40,3
2119,2,1,5,50,17
2120,1,2,4,46,14
2121,1,1,7,3,7
2122,1,1,5,15,2
2123,1,1,6,40,20
2124,2,2,1,31,6
2125,1,3,2,11,16
2126,2,1,3,40,15
2127,2,1,2,46,5
2128,2,2,1,3,10
2129,1,3,1,32,15
2130,2,3,7,15,14
2131,1,2,3,15,2
2132,2,2,2,32,10
2133,1,1,5,42,1
2134,2,3,5,50,10
2135,2,3,3,40,11
2136,2,3,1,3,15
2137,1,1,6,40,15
2138,2,3,7,42,3
2139,1,1,3,56,5
2140,1,1,2,50,3
2141,1,3,7,11,18
2142,1,3,3,55,12
2143,1,2,1,3,9
2144,2,2,6,15,5
2145,1,1,4,39,12
2146,1,3,7,3,15
2147,1,3,7,46,19
2148,2,2,3,18,18
2149,1,3,2,39,16
2150,2,3,6,40,16
2151,2,2,2,32,3
2152,1,3,4,15,16
2153,2,2,6,15,15
2154,1,1,6,40,8
2155,1,3,2,46,3
2156,2,3,7,33,5
2157,1,3,1,50,6
2158,2,1,6,46,7
2159,1,3,1,56,9
2160,1,1,5,55,10
2161,1,2,4,11,9
2162,2,3,5,15,7
2163,1,2,3,31,16
2164,1,2,7,50,19
2165,2,3,5,46,9
2166,2,3,7,18,1
2167,2,3,3,56,9
2168,1,2,7,39,18
2169,2,3,5,3,8
2170,1,3,5,34,10
2171,1,1,1,46,1
2172,2,2,5,39,17
2173,2,3,2,31,9
2174,1,2,7,11,19
2175,2,3,5,3,18
2176,1,1,2,39,14
2177,2,2,3,42,20
2178,1,2,3,3,6
2179,1,1,7,56,12
2180,2,2,1,33,16
2181,1,3,1,56,15
2182,1,1,6,15,12
2183,2,3,6,42,12
2184,1,1,6,50,5
2185,2,2,1,34,9
2186,2,3,5,46,8
2187,2,2,3,34,15
2188,1,1,1,3,13
2189,1,3,6,39,6
2190,1,1,6,33,6
2191,1,2,3,31,18
2192,1,3,5,46,2
2193,2,3,4,32,5
2194,2,2,5,40,15
2195,1,1,5,55,1
2196,1,3,3,33,18
2197,1,3,6,55,3
2198,1,3,7,32,16
2199,1,3,3,55,6
2200,2,3,6,18,15
2201,1,2,7,42,11
2202,2,1,6,56,5
2203,2,1,2,15,12
2204,2,2,4,55,11
2205,2,3,2,46,11
2206,1,3,4,33,14
2207,1,2,7,40,7
2208,2,1,3,33,9
2209,1,3,3,33,4
2210,1,2,4,33,14
2211,1,2,7,46,2
2212,2,2,6,34,11
2213,1,3,3,40,3
2214,2,3,4,18,1
2215,2,1,2,11,17
2216,2,1,1,42,20
2217,1,1,1,50,17
2218,1,3,5,55,5
2219,2,2,1,39,2
2220,1,2,1,40,4
2221,2,1,6,31,7
2222,2,1,1,32,9
2223,2,1,7,56,12
2224,1,3,5,56,6
2225,2,3,7,3,10
2226,2,1,4,18,11
